Root alarm;Severity;Alarm ID;Name;NE Type;MO Name;Alarm Source;Occurred On (NT);Cleared On (NT);Acknowledged On (ST);Location Information;Additional Information;Acknowledged By;RRU Name;Log Serial Number;BBU Name;Equipment Alarm Serial Number;eNodeB ID;User Label;Maintenance Status
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Benchrifa_ZB;coBTS_Benchrifa_ZB;27/08/2023 18:24;27/08/2023 18:25;27/08/2023 18:28;Link No.=1, Server IP Address=172.27.159.86;RAT_INFO=GU, AFFECTED_RAT=GU, DID=NULL, Cumulative Duration(s)=90;< System operator >;-;205425792;-;229990;-;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_PT690, Local Cell ID=11, Cell Name=4G_PT690_e_1800_1, Cell FDD TDD indication=CELL_FDD;coBTS_PT690;27/08/2023 18:24;27/08/2023 18:25;27/08/2023 18:25;eNodeB Function Name=4G_PT690, Local Cell ID=11, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_PT690_e_1800_1, eNodeB ID=42808, Cell ID=11, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205425796;coBTS_PT690;40124;42808;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=81, Slot No.=0, RRU-1800-S1;coBTS_PT690;27/08/2023 18:24;27/08/2023 18:27;27/08/2023 18:32;Cabinet No.=0, Subrack No.=81, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S1, eNodeBId=42808;< System operator >;RRU-1800-S1;205425799;coBTS_PT690;40126;42808;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;MELLITA_Hw;MELLITA_Hw;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:29;Link No.=1, Server IP Address=172.27.159.38;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43913;< System operator >;-;205425800;MELLITA_Hw;72737;43913;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;SIDI_YOUSSE;SIDI_YOUSSE;27/08/2023 18:25;27/08/2023 18:35;27/08/2023 18:38;Link No.=1, Server IP Address=172.27.159.38;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43961;< System operator >;-;205425801;SIDI_YOUSSE;33734;43961;-;NORMAL
-;Major;26108;Mains Input Out of Range;BTS3902E WCDMA;3G_Micro_Swani;3G_Micro_Swani;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Cabinet No.=0, Subrack No.=0, Slot No.=0, Board Type=BRU, Specific Problem=AC Failure;-;< System operator >;-;205425806;-;0;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;MELLITA_Hw;MELLITA_Hw;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:29;Link No.=0, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43913;< System operator >;-;205425811;MELLITA_Hw;72738;43913;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;SIDI_YOUSSE;SIDI_YOUSSE;27/08/2023 18:25;27/08/2023 18:35;27/08/2023 18:38;Link No.=0, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43961;< System operator >;-;205425813;SIDI_YOUSSE;33735;43961;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_PT690, Local Cell ID=3, Cell Name=4G_PT690_e_800_3, Cell FDD TDD indication=CELL_FDD;coBTS_PT690;27/08/2023 18:25;27/08/2023 18:25;27/08/2023 18:26;eNodeB Function Name=4G_PT690, Local Cell ID=3, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_PT690_e_800_3, eNodeB ID=42808, Cell ID=3, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205425822;coBTS_PT690;40132;42808;-;NORMAL
Root alarm;Minor;21542;SCTP Link Congestion;BSC6910 GSM;SCTP Link ID=5073;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:25;27/08/2023 18:25;Subrack No.=0, Slot No.=17, SCTP Link ID=5073, Interface Type=Abis, BTS ID=137, BTS Name=laaroussia;-;< System operator >;-;205425826;-;212402;-;-;NORMAL
Root alarm;Minor;21542;SCTP Link Congestion;BSC6910 GSM;SCTP Link ID=5072;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:25;27/08/2023 18:25;Subrack No.=0, Slot No.=6, SCTP Link ID=5072, Interface Type=Abis, BTS ID=136, BTS Name=Lansarine;-;< System operator >;-;205425828;-;212403;-;-;NORMAL
Root alarm;Major;25622;Mains Input Out of Range;BTS3900;Board Type=PMU, Cabinet No.=1, Subrack No.=7, Slot No.=0;CoBTS_CTT_NEBER;27/08/2023 18:25;27/08/2023 18:28;27/08/2023 18:31;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20151110_dc5c47c8-87bb-11e5-8000-ac853d937, Cumulative Duration(s)=40, eNodeBId=43861;< System operator >;-;205425833;CoBTS_CTT_NEBER;35081;43861;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 GSM;KSBBSC6910;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:33;27/08/2023 18:33;Subrack No.=0, Slot No.=6, Adjacent Node IP Address=172.23.9.38, Number of Adjacent Node 1=839, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Abis, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=IPRAN_ABIS_Lansarine, Name of Adjac;ent Node 2=<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205425835;-;212404;-;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:28;27/08/2023 18:33;Cabinet No.=0, Subrack No.=70, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-800-S1, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-800-S1;205425839;coBTS_Tangar;76179;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=85, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S3, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-1800-S3;205425840;coBTS_Tangar;76180;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=81, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S1, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-1800-S1;205425841;coBTS_Tangar;76181;45306;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_PT690_U900_2, CellID=28088;BEJRNC;27/08/2023 18:24;27/08/2023 18:26;27/08/2023 18:26;Subrack No.=1, Slot No.=5, Subsystem No.=4, RNC ID=9, Cell ID=28088, Cell Name=3G_PT690_U900_2, ID of the local cell=128088, NodeB ID=6008, NodeB Name=3G_PT690;-;< System operator >;-;205425842;-;1004542;-;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 GSM;KSBBSC6910;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=0, Slot No.=17, Adjacent Node IP Address=172.23.26.154, Number of Adjacent Node 1=841, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Abis, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=IPRAN_ABIS_laaroussia, Name of A;djacent Node 2=<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205425843;-;212405;-;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:28;27/08/2023 18:33;Cabinet No.=0, Subrack No.=62, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=GU, DID=NULL, RF Unit Name=RRU-900-S2, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-900-S2;205425844;coBTS_Tangar;76182;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:28;27/08/2023 18:33;Cabinet No.=0, Subrack No.=82, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=NULL, RF Unit Name=NULL, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;NULL;205425845;coBTS_Tangar;76183;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:31;Cabinet No.=0, Subrack No.=60, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=GU, DID=NULL, RF Unit Name=RRU-900-S1, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-900-S1;205425846;coBTS_Tangar;76184;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:33;27/08/2023 18:38;Cabinet No.=0, Subrack No.=64, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=GU, DID=NULL, RF Unit Name=RRU-900-S3, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-900-S3;205425847;coBTS_Tangar;76185;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=83, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S2, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;RRU-1800-S2;205425848;coBTS_Tangar;76186;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Tangar;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:31;Cabinet No.=0, Subrack No.=80, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=NULL, RF Unit Name=NULL, Cumulative Duration(s)=30, eNodeBId=45306;< System operator >;NULL;205425849;coBTS_Tangar;76187;45306;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Jdaida;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=66, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=GU, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, Cumulative Duration(s)=30, eNodeBId=45160;< System operator >;NULL;205425850;coBTS_Jdaida;32675;45160;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 UMTS;KSBRNC;KSBRNC;27/08/2023 18:25;27/08/2023 18:33;27/08/2023 18:33;Subrack No.=1, Slot No.=4, Adjacent Node IP Address=172.29.37.148, Number of Adjacent Node 1=849, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Iub, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=3G_Lansarine, Name of Adjacent Nod;e 2=<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205425851;-;2380789;-;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 UMTS;KSBRNC;KSBRNC;27/08/2023 18:26;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=0, Slot No.=5, Adjacent Node IP Address=172.29.36.252, Number of Adjacent Node 1=936, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Iub, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=3G_Micro_Swani, Name of Adjacent N;ode 2=<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205425853;-;2380790;-;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 UMTS;KSBRNC;KSBRNC;27/08/2023 18:26;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=0, Slot No.=6, Adjacent Node IP Address=172.29.36.228, Number of Adjacent Node 1=914, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Iub, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=3G_laaroussia, Name of Adjacent No;de 2=<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205425854;-;2380791;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 GSM;SCTP Link ID=5072;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=0, Slot No.=6, SCTP Link ID=5072, Interface Type=Abis, BTS ID=136, BTS Name=Lansarine, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425862;-;212406;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 GSM;SCTP Link ID=5073;KSBBSC6910;27/08/2023 18:25;27/08/2023 18:28;27/08/2023 18:29;Subrack No.=0, Slot No.=17, SCTP Link ID=5073, Interface Type=Abis, BTS ID=137, BTS Name=laaroussia, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425863;-;212407;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=86, Slot No.=0;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=86, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45160;< System operator >;NULL;205425867;coBTS_Jdaida;32676;45160;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_PT690, Local Cell ID=2, Cell Name=4G_PT690_e_800_2, Cell FDD TDD indication=CELL_FDD;coBTS_PT690;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:26;eNodeB Function Name=4G_PT690, Local Cell ID=2, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_PT690_e_800_2, eNodeB ID=42808, Cell ID=2, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205425868;coBTS_PT690;40139;42808;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=84, Slot No.=0, 0-84-0;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=84, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-84-0, eNodeBId=45160;< System operator >;0-84-0;205425869;coBTS_Jdaida;32677;45160;-;NORMAL
Root alarm;Minor;26504;RF Unit CPRI Interface Error;BTS3900;Cabinet No.=0, Subrack No.=72, Slot No.=0, RRU-1800-S3;R_BIRALI_DAHER;27/08/2023 18:24;27/08/2023 18:26;27/08/2023 18:29;Cabinet No.=0, Subrack No.=72, Slot No.=0, Port No.=Port 0(West), Board Type=MRRU, Specific Problem=Reception Power Too Low;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S3, Cumulative Duration(s)=90, eNodeBId=443930;< System operator >;RRU-1800-S3;205425873;R_BIRALI_DAHER;4472;443930;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=84, Slot No.=0;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=84, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=NULL, RF Unit Name=NULL, eNodeBId=45306;< System operator >;NULL;205425874;coBTS_Tangar;76188;45306;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1126;KSBRNC;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=1, Slot No.=4, SCTP Link ID=1126, Interface Type=Iub, RNC ID=13, NodeB ID=319, NodeB Name=3G_Lansarine, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425875;-;2380792;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1125;KSBRNC;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=1, Slot No.=4, SCTP Link ID=1125, Interface Type=Iub, RNC ID=13, NodeB ID=319, NodeB Name=3G_Lansarine, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425876;-;2380793;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1300;KSBRNC;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;Subrack No.=0, Slot No.=5, SCTP Link ID=1300, Interface Type=Iub, RNC ID=13, NodeB ID=454, NodeB Name=3G_Micro_Swani, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425877;-;2380794;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1256;KSBRNC;27/08/2023 18:25;27/08/2023 18:32;27/08/2023 18:32;Subrack No.=0, Slot No.=6, SCTP Link ID=1256, Interface Type=Iub, RNC ID=13, NodeB ID=432, NodeB Name=3G_laaroussia, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425878;-;2380795;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=80, Slot No.=0, 0-80-0;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=80, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-80-0, eNodeBId=45160;< System operator >;0-80-0;205425879;coBTS_Jdaida;32678;45160;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=82, Slot No.=0, 0-82-0;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=82, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-82-0, eNodeBId=45160;< System operator >;0-82-0;205425880;coBTS_Jdaida;32679;45160;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_PT690, Local Cell ID=13, Cell Name=4G_PT690_e_1800_3, Cell FDD TDD indication=CELL_FDD;coBTS_PT690;27/08/2023 18:25;27/08/2023 18:29;27/08/2023 18:29;eNodeB Function Name=4G_PT690, Local Cell ID=13, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_PT690_e_1800_3, eNodeB ID=42808, Cell ID=13, Specific Problem=RF module abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205425881;coBTS_PT690;40140;42808;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 UMTS;SCTP Link ID=1255;KSBRNC;27/08/2023 18:25;27/08/2023 18:32;27/08/2023 18:32;Subrack No.=0, Slot No.=6, SCTP Link ID=1255, Interface Type=Iub, RNC ID=13, NodeB ID=432, NodeB Name=3G_laaroussia, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205425882;-;2380796;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=82, Slot No.=0;coBTS_Tangar;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=82, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=NULL, RF Unit Name=NULL, eNodeBId=45306;< System operator >;NULL;205425885;coBTS_Tangar;76189;45306;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_PT690, Local Cell ID=12, Cell Name=4G_PT690_e_1800_2, Cell FDD TDD indication=CELL_FDD;coBTS_PT690;27/08/2023 18:25;27/08/2023 18:26;27/08/2023 18:26;eNodeB Function Name=4G_PT690, Local Cell ID=12, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_PT690_e_1800_2, eNodeB ID=42808, Cell ID=12, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=42808;< System operator >;-;205425888;coBTS_PT690;40141;42808;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=85, Slot No.=0, RRU-1800-S3;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=85, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S3, eNodeBId=45160;< System operator >;RRU-1800-S3;205425891;coBTS_Jdaida;32682;45160;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=60, Slot No.=0, 0-60-0;coBTS_Jdaida;27/08/2023 18:25;27/08/2023 18:30;27/08/2023 18:35;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=GU, DID=5ad656ea-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-60-0, eNodeBId=45160;< System operator >;0-60-0;205425893;coBTS_Jdaida;32683;45160;-;NORMAL
