Root alarm;Severity;Alarm ID;Name;NE Type;MO Name;Alarm Source;Occurred On (NT);Cleared On (NT);Acknowledged On (ST);Location Information;Additional Information;Acknowledged By;RRU Name;Log Serial Number;BBU Name;Equipment Alarm Serial Number;eNodeB ID;User Label;Maintenance Status
-;Major;25622;Mains Input Out of Range;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:57;27/08/2023 17:11;27/08/2023 17:15;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Failure, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205417088;-;146621;-;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=185, Slot No.=0, RRU-1800-S3_RRU2;coBTS_Rades_ZI;27/08/2023 16:57;27/08/2023 17:25;27/08/2023 17:28;Cabinet No.=0, Subrack No.=185, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S3_RRU2, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-1800-S3_RRU2;205417107;coBTS_Rades_ZI;138447;45063;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=83, Slot No.=0, RRU-1800-S2;coBTS_Rades_ZI;27/08/2023 16:57;27/08/2023 17:25;27/08/2023 17:28;Cabinet No.=0, Subrack No.=83, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S2, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-1800-S2;205417114;coBTS_Rades_ZI;138449;45063;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:57;27/08/2023 17:06;27/08/2023 17:06;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=1,Subsystem No.=6,RNC ID=4,Cell ID=631,Cell Name=3G_Rades_ZI_1,NodeB ID=63,NodeB Name=3G_Rades_ZI,Local Cell ID=100631,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=88;-;< System operator >;-;205417125;-;227235;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:57;27/08/2023 17:06;27/08/2023 17:06;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=1,Subsystem No.=6,RNC ID=4,Cell ID=634,Cell Name=3G_Rades_ZI_4,NodeB ID=63,NodeB Name=3G_Rades_ZI,Local Cell ID=100634,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=89;-;< System operator >;-;205417128;-;227236;-;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=183, Slot No.=0, RRU-1800-S2_RRU2;coBTS_Rades_ZI;27/08/2023 16:57;27/08/2023 17:25;27/08/2023 17:28;Cabinet No.=0, Subrack No.=183, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S2_RRU2, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-1800-S2_RRU2;205417139;coBTS_Rades_ZI;138451;45063;-;NORMAL
-;Major;25622;Mains Input Out of Range;GBTS;Gazala_Sud;ARIGU/Gazala_Sud;27/08/2023 16:57;27/08/2023 17:44;27/08/2023 17:47;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=16, Site Type=BTS3900A GSM, Site Name=Gazala_Sud;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=b65c44ee-52ff-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205417141;-;201640;-;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Rades_ZI;coBTS_Rades_ZI;27/08/2023 16:57;27/08/2023 17:11;27/08/2023 17:16;Cabinet No.=0, Subrack No.=84, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-2100-S3, Cumulative Duration(s)=30, eNodeBId=45063;< System operator >;RRU-2100-S3;205417159;coBTS_Rades_ZI;138452;45063;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Sers;coBTS_Sers;27/08/2023 16:57;27/08/2023 17:02;27/08/2023 17:05;Link No.=0, Server IP Address=172.27.159.86;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20151110_dc4f2318-87bb-11e5-8000-ac853d937, Cumulative Duration(s)=90, eNodeBId=43816;< System operator >;-;205417164;coBTS_Sers;113436;43816;-;NORMAL
Root alarm;Major;25622;Mains Input Out of Range;BTS3900;Board Type=PMU, Cabinet No.=0, Subrack No.=7, Slot No.=0;coBTS_Salah_mestiri;27/08/2023 16:57;27/08/2023 17:02;27/08/2023 17:05;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=518f651c-5301-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=40, eNodeBId=45399;< System operator >;-;205417166;coBTS_Salah_mestiri;613911;45399;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;MELLITA_Hw;MELLITA_Hw;27/08/2023 16:58;27/08/2023 17:07;27/08/2023 17:10;Link No.=0, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43913;< System operator >;-;205417196;MELLITA_Hw;72715;43913;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;MELLITA_Hw;MELLITA_Hw;27/08/2023 16:58;27/08/2023 17:06;27/08/2023 17:09;Link No.=1, Server IP Address=172.27.159.38;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43913;< System operator >;-;205417197;MELLITA_Hw;72716;43913;-;NORMAL
-;Minor;26564;RF Unit DC Input Power Failure;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:58;27/08/2023 17:04;27/08/2023 17:09;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-60-0;< System operator >;-;205417200;-;146626;-;-;NORMAL
-;Minor;26564;RF Unit DC Input Power Failure;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:58;27/08/2023 16:59;27/08/2023 17:04;Cabinet No.=0, Subrack No.=62, Slot No.=0, Board Type=MRRU, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-62-0;< System operator >;-;205417203;-;146627;-;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=181, Slot No.=0, RRU-1800-S1_RRU2;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 17:12;27/08/2023 17:15;Cabinet No.=0, Subrack No.=181, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S1_RRU2, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-1800-S1_RRU2;205417227;coBTS_Rades_ZI;138459;45063;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Rades_ZI;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 17:12;27/08/2023 17:15;NodeB Function Name=3G_Rades_ZI, Local Cell ID=100632, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45063;< System operator >;-;205417240;coBTS_Rades_ZI;138460;45063;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Rades_ZI;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 17:12;27/08/2023 17:15;NodeB Function Name=3G_Rades_ZI, Local Cell ID=100635, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45063;< System operator >;-;205417241;coBTS_Rades_ZI;138461;45063;-;NORMAL
Root alarm;Major;25622;Mains Input Out of Range;BTS3900;Board Type=PMU, Cabinet No.=0, Subrack No.=7, Slot No.=0;coBTS_LAWATA;27/08/2023 16:59;27/08/2023 17:04;27/08/2023 17:07;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=40, eNodeBId=41274;< System operator >;-;205417263;coBTS_LAWATA;7586;41274;-;NORMAL
Root alarm;Major;25624;Battery Power Unavailable;BTS3900;coBTS_Naassen_01;coBTS_Naassen_01;27/08/2023 16:59;27/08/2023 17:58;27/08/2023 17:58;Cabinet No.=0, Subrack No.=7, Slot No.=0, Battery No.=NULL, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=Low Voltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=45341;< System operator >;-;205417264;coBTS_Naassen_01;5905;45341;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=82, Slot No.=0, RRU-2100-S2;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 17:12;27/08/2023 17:15;Cabinet No.=0, Subrack No.=82, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-2100-S2, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-2100-S2;205417266;coBTS_Rades_ZI;138463;45063;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Cap_Blanc_Coh_OO;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:58;27/08/2023 17:15;27/08/2023 17:20;Cabinet No.=0, Subrack No.=85, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-1800-S3, Cumulative Duration(s)=30, eNodeBId=41279;< System operator >;RRU-1800-S3;205417284;coBTS_Cap_Blanc_Coh_OO;73192;41279;-;NORMAL
-;Major;26234;BBU CPRI Interface Error;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 16:58;27/08/2023 17:08;27/08/2023 17:11;Cabinet No.=0, Subrack No.=0, Slot No.=6, Port No.=2, Board Type=GTMU, Specific Problem=CPRI Interface Reception Error, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=G, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205417292;-;827907;-;-;NORMAL
Root alarm;Major;25622;Mains Input Out of Range;BTS3900;Board Type=PMU, Cabinet No.=0, Subrack No.=7, Slot No.=0;coBTS_Gazala_Sud;27/08/2023 16:58;27/08/2023 17:44;27/08/2023 17:47;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=b65c44ee-52ff-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=40, eNodeBId=45507;< System operator >;-;205417299;coBTS_Gazala_Sud;6433;45507;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=72, Slot No.=0, RRU-800-S2;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:59;27/08/2023 17:03;27/08/2023 17:06;Cabinet No.=0, Subrack No.=72, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, RF Unit Name=RRU-800-S2, Cumulative Duration(s)=100, eNodeBId=41279;< System operator >;RRU-800-S2;205417311;coBTS_Cap_Blanc_Coh_OO;73194;41279;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=62, Slot No.=0, RRU-900-S2;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 16:59;27/08/2023 17:04;Cabinet No.=0, Subrack No.=62, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-900-S2, eNodeBId=45063;< System operator >;RRU-900-S2;205417312;coBTS_Rades_ZI;138465;45063;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=60, Slot No.=0, RRU-900-S1;coBTS_Rades_ZI;27/08/2023 16:58;27/08/2023 16:59;27/08/2023 17:04;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-900-S1, eNodeBId=45063;< System operator >;RRU-900-S1;205417313;coBTS_Rades_ZI;138466;45063;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6411,Cell Name=3G_Rades_Port_II_1,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106411,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=138;-;< System operator >;-;205417332;-;227242;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22214,Alarm name=NodeB Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Alarm Cause=All cells of the NodeB unavailable.), Total Number of Fault=5, Total Fault Duration=107;-;< System operator >;-;205417333;-;227243;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:43;27/08/2023 17:44;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=1,Subsystem No.=6,RNC ID=4,Cell ID=50638,Cell Name=3G_Rades_ZI_U900_2,NodeB ID=63,NodeB Name=3G_Rades_ZI,Local Cell ID=150638,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=109;-;< System operator >;-;205417340;-;227244;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6415,Cell Name=3G_Rades_Port_II_5,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106415,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=153;-;< System operator >;-;205417346;-;227245;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=56418,Cell Name=3G_Rades_Port_II_U900_2,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=156418,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=155;-;< System operator >;-;205417347;-;227246;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6413,Cell Name=3G_Rades_Port_II_3,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106413,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=154;-;< System operator >;-;205417348;-;227247;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=56419,Cell Name=3G_Rades_Port_II_U900_3,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=156419,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=154;-;< System operator >;-;205417349;-;227248;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6412,Cell Name=3G_Rades_Port_II_2,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106412,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=139;-;< System operator >;-;205417350;-;227249;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6416,Cell Name=3G_Rades_Port_II_6,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106416,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=154;-;< System operator >;-;205417351;-;227250;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=6414,Cell Name=3G_Rades_Port_II_4,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=106414,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=155;-;< System operator >;-;205417352;-;227251;-;-;NORMAL
-;Major;20271;Statistical Alarm;BSC6900 GU;ORDGU;ORDGU;27/08/2023 16:59;27/08/2023 17:46;27/08/2023 17:46;Intermittent Alarm=(Alarm ID=22202,Alarm name=UMTS Cell Unavailable,Subrack No.=3,Slot No.=5,Subsystem No.=1,RNC ID=4,Cell ID=56417,Cell Name=3G_Rades_Port_II_U900_1,NodeB ID=641,NodeB Name=3G_Rades_Port_II,Local Cell ID=156417,Alarm Cause=Common channel failure or  removal.), Total Number of Fault=5, Total Fault Duration=140;-;< System operator >;-;205417353;-;227252;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Kabouti;coBTS_Kabouti;27/08/2023 16:59;27/08/2023 17:09;27/08/2023 17:12;Link No.=0, Server IP Address=172.27.159.134;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20160615_e2c09f5c-3309-11e6-8000-ac853d937, Cumulative Duration(s)=90, eNodeBId=45642;< System operator >;-;205417412;coBTS_Kabouti;274318;45642;-;NORMAL
Root alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=FERNANA_2, CellIndex=112, CGI=6050200526D8A;BEJBSC/FERNANA;27/08/2023 17:00;27/08/2023 17:10;27/08/2023 17:10;Site Index=11, Cell Index=112, Alarm Cause=Other causes, Site Type=BTS3900A GSM, Site Name=FERNANA, Cell Name=FERNANA_2, Cell CGI=605-02-52-6d8a;-;< System operator >;-;205417428;-;827909;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 17:00;27/08/2023 17:56;27/08/2023 17:56;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=805, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01;-;< System operator >;-;205417431;-;227253;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 17:00;27/08/2023 17:56;27/08/2023 17:56;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=805, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01;-;< System operator >;-;205417434;-;227254;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 17:00;27/08/2023 17:56;27/08/2023 17:56;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=805, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01;-;< System operator >;-;205417435;-;227255;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 17:00;27/08/2023 17:57;27/08/2023 17:57;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=805, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01;-;< System operator >;-;205417443;-;227256;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6900 GU;SRN=N/A, SN=N/A, SCTPLNKN=N/A, SCTP Link ID=5031;ORDGU;27/08/2023 17:00;27/08/2023 17:56;27/08/2023 17:56;Subrack No.=2, Slot No.=3, Subsystem No.=2, SCTP Link ID=5031, SCTP Link No.=65535, Interface Type=Abis, BTS ID=189, BTS Name=Naassen_01, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205417455;-;227257;-;-;NORMAL
-;Major;4;The OSS Service Is Terminated Abnormally;OSS;OSS;OSS;27/08/2023 17:00;27/08/2023 17:18;27/08/2023 17:18;Server name=172.28.129.35,172.28.129.36,SvcAgent=HDMonitorMasterService,SvcName=HDFS Service Unavailable;"ServiceName=HDFS;RoleName=HDNameNodeService,Generated at:2023-08-27 17:00:49.677,Additional info=HDNameNodeService does not receive heartbeat from some node!";< System operator >;-;205417456;-;0;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6900 GU;SRN=4, SN=2, SCTPLNKN=990, SCTP Link ID=4020990;ORDGU;27/08/2023 17:00;27/08/2023 17:57;27/08/2023 17:57;Subrack No.=4, Slot No.=3, Subsystem No.=1, SCTP Link ID=4020990, SCTP Link No.=990, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205417477;-;227259;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6900 GU;SRN=4, SN=2, SCTPLNKN=989, SCTP Link ID=4020989;ORDGU;27/08/2023 17:00;27/08/2023 17:57;27/08/2023 17:57;Subrack No.=4, Slot No.=3, Subsystem No.=1, SCTP Link ID=4020989, SCTP Link No.=989, Interface Type=Iub, NodeB ID=341, NodeB Name=3G_Naassen_01, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205417478;-;227260;-;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 17:01;27/08/2023 17:09;27/08/2023 17:09;Cabinet No.=0, Subrack No.=0, Slot No.=18, Input Voltage(O.1V)=402, Specific Problem=Undervoltage, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205417518;-;146637;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=185, Slot No.=0, RRU-1800-S3_RRU2;coBTS_Rades_ZI;27/08/2023 17:01;27/08/2023 17:01;27/08/2023 17:06;Cabinet No.=0, Subrack No.=185, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S3_RRU2, eNodeBId=45063;< System operator >;RRU-1800-S3_RRU2;205417519;coBTS_Rades_ZI;138478;45063;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=183, Slot No.=0, RRU-1800-S2_RRU2;coBTS_Rades_ZI;27/08/2023 17:00;27/08/2023 17:01;27/08/2023 17:06;Cabinet No.=0, Subrack No.=183, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S2_RRU2, eNodeBId=45063;< System operator >;RRU-1800-S2_RRU2;205417520;coBTS_Rades_ZI;138479;45063;-;NORMAL
