ujrfjujrfhj ha;Severity;Alarm ID;Name;NE Type;MO Name;Alarm Source;Occurred On (NT);Cleared On (NT);Acknowledged On (ST);Location Information;Additional Information;Acknowledged By;RRU Name;Log Serial Number;BBU Name;Equipment Alarm Serial Number;eNodeB ID;User Label;Maintenance Status
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 UMTS;SFXRNC;SFXRNC;27/08/2023 16:11;27/08/2023 16:45;27/08/2023 16:45;Subrack No.=0, Slot No.=2, Adjacent Node IP Address=172.29.75.180, Number of Adjacent Node 1=3958, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Iub, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=SFX3158, Name of Adjacent Node 2=;<NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205411347;-;175523;-;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 16:11;27/08/2023 16:28;27/08/2023 16:28;Cabinet No.=0, Subrack No.=0, Slot No.=18, Input Voltage(O.1V)=401, Specific Problem=Undervoltage, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205411351;-;827830;-;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;FERNANA;BEJBSC/FERNANA;27/08/2023 16:11;27/08/2023 16:28;27/08/2023 16:28;Cabinet No.=0, Subrack No.=0, Slot No.=19, Input Voltage(O.1V)=401, Specific Problem=Undervoltage, Site No.=11, Site Type=BTS3900A GSM, Site Name=FERNANA;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=AUTODID_20150531_d508055c-07a5-11e5-8000-ac853d937;< System operator >;-;205411355;-;827831;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Touiref2;coBTS_Touiref2;27/08/2023 16:11;27/08/2023 16:14;27/08/2023 16:17;Link No.=0, Server IP Address=172.27.159.86;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43869;< System operator >;-;205411357;coBTS_Touiref2;232438;43869;-;NORMAL
-;Major;25621;Power Supply DC Output Out of Range;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:12;27/08/2023 16:12;27/08/2023 16:12;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=DC Undervoltage, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205411363;-;146426;-;-;NORMAL
Root alarm;Major;25621;Power Supply DC Output Out of Range;BTS3900;Board Type=PMU, Cabinet No.=1, Subrack No.=7, Slot No.=0;coBTS_Rades_ZI;27/08/2023 16:12;27/08/2023 16:12;27/08/2023 16:12;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Sub Slot No.=NULL, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=DC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, eNodeBId=45063;< System operator >;-;205411364;coBTS_Rades_ZI;138065;45063;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:12;27/08/2023 16:16;27/08/2023 16:16;Cabinet No.=0, Subrack No.=0, Slot No.=18, Input Voltage(O.1V)=415, Specific Problem=Undervoltage, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205411370;-;146427;-;-;NORMAL
Root alarm;Major;25622;Mains Input Out of Range;BTS3900;Board Type=PMU, Cabinet No.=0, Subrack No.=7, Slot No.=0;coBTS_Salah_mestiri;27/08/2023 16:11;27/08/2023 16:15;27/08/2023 16:18;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=AC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=518f651c-5301-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=40, eNodeBId=45399;< System operator >;-;205411372;coBTS_Salah_mestiri;613905;45399;-;NORMAL
-;Major;26113;Base Station DC Power Supply Abnormal;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:12;27/08/2023 16:18;27/08/2023 16:18;Cabinet No.=0, Subrack No.=0, Slot No.=19, Input Voltage(O.1V)=427, Specific Problem=Undervoltage, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205411373;-;146428;-;-;NORMAL
-;Major;25622;Mains Input Out of Range;GBTS;Ras_Ettabia;KSBBSC6910/Ras_Ettabia;27/08/2023 16:12;27/08/2023 16:13;27/08/2023 16:16;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=61, Site Type=BTS3900A GSM, Site Name=Ras_Ettabia;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=ea790b56-bdd7-11e4-8000-ac853d937e80_HINCC;< System operator >;-;205411399;-;212248;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;CHARGUI;CHARGUI;27/08/2023 16:12;27/08/2023 16:22;27/08/2023 16:25;Link No.=1, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41430;< System operator >;-;205411402;CHARGUI;64581;41430;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS-Azur-City-indoor;coBTS-Azur-City-indoor;27/08/2023 16:12;27/08/2023 16:16;27/08/2023 16:19;NodeB Function Name=3G_Azur_Indoor, Local Cell ID=104232, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45374;< System operator >;-;205411407;coBTS-Azur-City-indoor;115898;45374;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS-Azur-City-indoor;coBTS-Azur-City-indoor;27/08/2023 16:12;27/08/2023 16:16;27/08/2023 16:19;NodeB Function Name=3G_Azur_Indoor, Local Cell ID=104235, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45374;< System operator >;-;205411408;coBTS-Azur-City-indoor;115899;45374;-;NORMAL
-;Major;21392;Adjacent Node IP Address Ping Failure;BSC6910 GSM;SFXBSC;SFXBSC;27/08/2023 16:13;27/08/2023 16:35;27/08/2023 16:35;Subrack No.=0, Slot No.=7, Adjacent Node IP Address=172.23.29.2, Number of Adjacent Node 1=3958, Number of Adjacent Node 2=<NULL>, Number of Adjacent Node 3=<NULL>, Number of Adjacent Node 4=<NULL>, Number of Adjacent Node 5=<NULL>, Number of Adjacent Node 6=<NULL>, Number of Adjacent Node 7=<NULL>, Number of Adjacent Node 8=<NULL>, Interface Type of Adjacent Node 1=Abis, Interface Type of Adjacent Node 2=<NULL>, Interface Type of Adjacent Node 3=<NULL>, Interface Type of Adjacent Node 4=<NULL>, Interface Type of Adjacent Node 5=<NULL>, Interface Type of Adjacent Node 6=<NULL>, Interface Type of Adjacent Node 7=<NULL>, Interface Type of Adjacent Node 8=<NULL>, Additional Information=Name of Adjacent Node 1=SFX2158, Name of Adjacent Node 2=<;NULL>, Name of Adjacent Node 3=<NULL>, Name of Adjacent Node 4=<NULL>, Name of Adjacent Node 5=<NULL>, Name of Adjacent Node 6=<NULL>, Name of Adjacent Node 7=<NULL>, Name of Adjacent Node 8=<NULL>;< System operator >;-;205411412;-;476391;-;-;NORMAL
Root alarm;Major;25626;Power Module Abnormal;BTS3900;Board Type=PMU, Cabinet No.=2, Subrack No.=7, Slot No.=0;coBTS_Parc_EST;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:14;Cabinet No.=2, Subrack No.=7, Slot No.=0, PSU Slot No.=3, Board Type=PMU, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=Power Module Fault;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=e7812774-52ff-11e3-8000-00212856ed5a_HINCC, eNodeBId=45177;< System operator >;-;205411413;coBTS_Parc_EST;28514;45177;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;CTT_KRATEN;CTT_KRATEN;27/08/2023 16:13;27/08/2023 16:17;27/08/2023 16:20;Link No.=1, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41450;< System operator >;-;205411418;CTT_KRATEN;74863;41450;-;NORMAL
Correlative alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Ksar_Mizoir;coBTS_Ksar_Mizoir;27/08/2023 16:13;27/08/2023 16:17;27/08/2023 16:20;Link No.=0, Server IP Address=172.27.159.86;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41833;< System operator >;-;205411420;coBTS_Ksar_Mizoir;74682;41833;-;NORMAL
Root alarm;Minor;26757;RET Antenna Running Data and Configuration Mismatch;BTS3900;coBTS_Kalaat_Andalous_03_OR;coBTS_Kalaat_Andalous_03_OR;27/08/2023 16:13;27/08/2023 16:15;27/08/2023 16:15;Device No.=22, Subunit No.=1, ALD Info.=[RET_S2_900_LTE_800][JBAB170217203602-R2], Device Type=RET;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=45875;< System operator >;-;205411421;coBTS_Kalaat_Andalous_03_OR;29819;45875;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=12, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_2, Cell FDD TDD indication=CELL_FDD;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:14;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=12, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_2, eNodeB ID=41279, Cell ID=12, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41279;< System operator >;-;205411427;coBTS_Cap_Blanc_Coh_OO;73048;41279;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=11, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_1, Cell FDD TDD indication=CELL_FDD;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:14;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=11, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_1, eNodeB ID=41279, Cell ID=11, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41279;< System operator >;-;205411437;coBTS_Cap_Blanc_Coh_OO;73049;41279;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Benchrifa_ZB;coBTS_Benchrifa_ZB;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Link No.=0, Server IP Address=172.27.159.70;RAT_INFO=GU, AFFECTED_RAT=GU, DID=NULL, Cumulative Duration(s)=90;< System operator >;-;205411441;-;229968;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Benchrifa_ZB;coBTS_Benchrifa_ZB;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Link No.=1, Server IP Address=172.27.159.86;RAT_INFO=GU, AFFECTED_RAT=GU, DID=NULL, Cumulative Duration(s)=90;< System operator >;-;205411442;-;229969;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;CTT_KRATEN;CTT_KRATEN;27/08/2023 16:13;27/08/2023 16:17;27/08/2023 16:20;Link No.=0, Server IP Address=172.27.159.38;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41450;< System operator >;-;205411443;CTT_KRATEN;74865;41450;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_Ain_Mazen;coBTS_Ain_Mazen;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Link No.=1, Server IP Address=172.27.159.86;RAT_INFO=GU, AFFECTED_RAT=GU, DID=NULL, Cumulative Duration(s)=90;< System operator >;-;205411450;-;167178;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_BOUGOTRANE;coBTS_BOUGOTRANE;27/08/2023 16:13;27/08/2023 16:15;27/08/2023 16:18;Link No.=0, Server IP Address=172.27.159.70;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41848;< System operator >;-;205411462;coBTS_BOUGOTRANE;93709;41848;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_NEBER_HAUTE;coBTS_NEBER_HAUTE;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:18;Link No.=1, Server IP Address=172.27.159.70;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43850;< System operator >;-;205411464;coBTS_NEBER_HAUTE;161383;43850;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_FERNANA_U900_1, CellID=28047;BEJRNC;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:14;Subrack No.=1, Slot No.=3, Subsystem No.=6, RNC ID=9, Cell ID=28047, Cell Name=3G_FERNANA_U900_1, ID of the local cell=128047, NodeB ID=6004, NodeB Name=3G_FERNANA;-;< System operator >;-;205411470;-;1003730;-;-;NORMAL
-;Major;25622;Mains Input Out of Range;GBTS;Bhar_Lazreg;ARIGU/Bhar_Lazreg;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=AC Undervoltage, Site No.=38, Site Type=BTS3900A GSM, Site Name=Bhar_Lazreg;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=ce45446c-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205411474;-;201609;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;SIDI_FREDJ;SIDI_FREDJ;27/08/2023 16:14;27/08/2023 16:52;27/08/2023 16:55;Link No.=0, Server IP Address=172.27.159.46;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43955;< System operator >;-;205411479;SIDI_FREDJ;16180;43955;-;NORMAL
Root alarm;Minor;21542;SCTP Link Congestion;BSC6900 GSM;SCTP link No.=, Slot No.=, Subrack No.=, SCTP Link ID=74;BNABSC;27/08/2023 16:14;27/08/2023 16:14;27/08/2023 16:14;Subrack No.=2, Slot No.=2, Subsystem No.=2, SCTP Link ID=74, SCTP Link No.=65535, Interface Type=Abis, BTS ID=201, BTS Name=Rades_Port_II;-;< System operator >;-;205411482;-;146429;-;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_FERNANA_U900_2, CellID=28048;BEJRNC;27/08/2023 16:13;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=1, Slot No.=3, Subsystem No.=6, RNC ID=9, Cell ID=28048, Cell Name=3G_FERNANA_U900_2, ID of the local cell=128048, NodeB ID=6004, NodeB Name=3G_FERNANA;-;< System operator >;-;205411483;-;1003731;-;-;NORMAL
-;Critical;301;NE Is Disconnected;OSS;SIDI_NUIGUISE;OSS;27/08/2023 16:14;27/08/2023 16:17;27/08/2023 16:17;neName=SIDI_NUIGUISE, neIP=172.28.75.180, neBackupIP=NULL, NE error port=6007, NE error code=N/A, Error message=Connection torn down by the peer end, Mediation partition=MediationService0405, OMC IP=172.31.38.71;eNodeBId=43958;< System operator >;-;205411485;-;1;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=496, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=270, NodeB Name=3G_Rades_Port;-;< System operator >;-;205411488;-;226836;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=414, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=63, NodeB Name=3G_Rades_ZI;-;< System operator >;-;205411491;-;226837;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=452, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=522, NodeB Name=3G_Paf_poulina;-;< System operator >;-;205411492;-;226838;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=925, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=882, NodeB Name=3G_Pont_Rades;-;< System operator >;-;205411494;-;226839;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=496, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=270, NodeB Name=3G_Rades_Port;-;< System operator >;-;205411495;-;226840;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=926, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=641, NodeB Name=3G_Rades_Port_II;-;< System operator >;-;205411496;-;226841;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=414, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=63, NodeB Name=3G_Rades_ZI;-;< System operator >;-;205411498;-;226842;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=925, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=882, NodeB Name=3G_Pont_Rades;-;< System operator >;-;205411499;-;226843;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=925, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=882, NodeB Name=3G_Pont_Rades;-;< System operator >;-;205411500;-;226844;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=496, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=270, NodeB Name=3G_Rades_Port;-;< System operator >;-;205411501;-;226845;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=414, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=63, NodeB Name=3G_Rades_ZI;-;< System operator >;-;205411502;-;226846;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=926, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=641, NodeB Name=3G_Rades_Port_II;-;< System operator >;-;205411504;-;226847;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=414, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=63, NodeB Name=3G_Rades_ZI;-;< System operator >;-;205411507;-;226848;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=496, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=270, NodeB Name=3G_Rades_Port;-;< System operator >;-;205411508;-;226849;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=452, Path ID=3, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=522, NodeB Name=3G_Paf_poulina;-;< System operator >;-;205411509;-;226850;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=926, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=641, NodeB Name=3G_Rades_Port_II;-;< System operator >;-;205411510;-;226851;-;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_TOUIREF;coBTS_TOUIREF;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Link No.=0, Server IP Address=172.27.159.86;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43855;< System operator >;-;205411512;coBTS_TOUIREF;236008;43855;-;NORMAL
Root alarm;Minor;26263;IP Clock Link Failure;BTS3900;coBTS_TOUIREF;coBTS_TOUIREF;27/08/2023 16:13;27/08/2023 16:14;27/08/2023 16:17;Link No.=1, Server IP Address=172.27.159.70;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, Cumulative Duration(s)=90, eNodeBId=43855;< System operator >;-;205411513;coBTS_TOUIREF;236009;43855;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=452, Path ID=1, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=522, NodeB Name=3G_Paf_poulina;-;< System operator >;-;205411514;-;226852;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=925, Path ID=2, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=882, NodeB Name=3G_Pont_Rades;-;< System operator >;-;205411515;-;226853;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=1, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=1, Subsystem No.=0, Adjacent Node ID=452, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=522, NodeB Name=3G_Paf_poulina;-;< System operator >;-;205411516;-;226854;-;-;NORMAL
Root alarm;Major;21581;Path Fault;BSC6900 GU;SRN=3, SN=5, BT=SPUB, SSN=0;ORDGU;27/08/2023 16:14;27/08/2023 16:15;27/08/2023 16:15;Subrack No.=3, Slot No.=5, Subsystem No.=0, Adjacent Node ID=926, Path ID=4, Path Transport Type=IP, Alarm Cause=Ping failure, Interface Type=Iub, NodeB ID=641, NodeB Name=3G_Rades_Port_II;-;< System operator >;-;205411517;-;226855;-;-;NORMAL
