ujrfjujrfhj ha;Severity;Alarm ID;Name;NE Type;MO Name;Alarm Source;Occurred On (NT);Cleared On (NT);Acknowledged On (ST);Location Information;Additional Information;Acknowledged By;RRU Name;Log Serial Number;BBU Name;Equipment Alarm Serial Number;eNodeB ID;User Label;Maintenance Status
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_Rades_ZI_GSM_DCS, Local Cell ID=2, Cell Name=4G_Rades_ZI_GSM_DCS_e800_2, Cell FDD TDD indication=CELL_FDD;coBTS_Rades_ZI;27/08/2023 16:48;27/08/2023 16:55;27/08/2023 16:55;eNodeB Function Name=4G_Rades_ZI_GSM_DCS, Local Cell ID=2, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_Rades_ZI_GSM_DCS_e800_2, eNodeB ID=45063, Cell ID=2, Specific Problem=RF module abnormal;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45063;< System operator >;-;205415549;coBTS_Rades_ZI;138404;45063;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=82, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:48;27/08/2023 16:53;Cabinet No.=0, Subrack No.=82, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415552;coBTS_Cite_Folla;305234;45260;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=84, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:48;27/08/2023 16:53;Cabinet No.=0, Subrack No.=84, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415553;coBTS_Cite_Folla;305235;45260;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=80, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:48;27/08/2023 16:53;Cabinet No.=0, Subrack No.=80, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415554;coBTS_Cite_Folla;305236;45260;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=60, Slot No.=0, RRU-900-S1;coBTS_Rades_ZI;27/08/2023 16:48;27/08/2023 16:55;27/08/2023 16:55;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=U, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-900-S1, Cumulative Duration(s)=100, eNodeBId=45063;< System operator >;RRU-900-S1;205415560;coBTS_Rades_ZI;138406;45063;-;NORMAL
-;Major;26235;RF Unit Maintenance Link Failure;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:48;27/08/2023 16:52;27/08/2023 16:52;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=G, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-60-0;< System operator >;-;205415564;-;146564;-;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=62, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=62, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, Cumulative Duration(s)=100, eNodeBId=45260;< System operator >;NULL;205415565;coBTS_Cite_Folla;305237;45260;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=64, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=64, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, Cumulative Duration(s)=100, eNodeBId=45260;< System operator >;NULL;205415566;coBTS_Cite_Folla;305238;45260;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=60, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, Cumulative Duration(s)=100, eNodeBId=45260;< System operator >;NULL;205415575;coBTS_Cite_Folla;305239;45260;-;NORMAL
-;Major;26235;RF Unit Maintenance Link Failure;GBTS;Cite_Folla;KSBBSC6910/Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=181, Slot No.=0, Board Type=MRRU, Site No.=80, Site Type=BTS3900 GSM, Site Name=Cite_Folla;RAT_INFO=GUL, AFFECTED_RAT=G, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0_181_0_1;< System operator >;-;205415577;-;212301;-;-;NORMAL
-;Major;26235;RF Unit Maintenance Link Failure;GBTS;Cite_Folla;KSBBSC6910/Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU, Site No.=80, Site Type=BTS3900 GSM, Site Name=Cite_Folla;RAT_INFO=GUL, AFFECTED_RAT=G, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-60-0;< System operator >;-;205415580;-;212302;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=83, Slot No.=0, RRU-1800-S2;coBTS_Rades_ZI;27/08/2023 16:48;27/08/2023 16:55;27/08/2023 16:55;Cabinet No.=0, Subrack No.=83, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S2, eNodeBId=45063;< System operator >;RRU-1800-S2;205415581;coBTS_Rades_ZI;138408;45063;-;NORMAL
-;Major;26235;RF Unit Maintenance Link Failure;GBTS;Cite_Folla;KSBBSC6910/Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=62, Slot No.=0, Board Type=MRRU, Site No.=80, Site Type=BTS3900 GSM, Site Name=Cite_Folla;RAT_INFO=GUL, AFFECTED_RAT=G, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-62-0;< System operator >;-;205415585;-;212303;-;-;NORMAL
-;Major;26235;RF Unit Maintenance Link Failure;GBTS;Cite_Folla;KSBBSC6910/Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=64, Slot No.=0, Board Type=MRRU, Site No.=80, Site Type=BTS3900 GSM, Site Name=Cite_Folla;RAT_INFO=GUL, AFFECTED_RAT=G, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=0-64-0;< System operator >;-;205415592;-;212304;-;-;NORMAL
Root alarm;Major;25888;SCTP Link Fault;BTS5900;Link No.=2;coBTS_Port_Rades_II;27/08/2023 16:43;27/08/2023 16:47;27/08/2023 16:49;Link No.=2, Description=NULL, Peer IP Address=172.18.0.4, Service Type=GSM Signaling Link;RAT_INFO=GUL, AFFECTED_RAT=G, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45641;< System operator >;-;205415595;coBTS_Port_Rades_II;2340;45641;-;NORMAL
Root alarm;Major;25888;SCTP Link Fault;BTS5900;Link No.=0;coBTS_Port_Rades_II;27/08/2023 16:43;27/08/2023 16:47;27/08/2023 16:49;Link No.=0, Description=NULL, Peer IP Address=192.168.70.220, Service Type=NCP;RAT_INFO=GUL, AFFECTED_RAT=U, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45641;< System operator >;-;205415596;coBTS_Port_Rades_II;2341;45641;-;NORMAL
Root alarm;Major;29201;S1 Interface Fault;BTS5900;coBTS_Port_Rades_II;coBTS_Port_Rades_II;27/08/2023 16:45;27/08/2023 16:48;27/08/2023 16:49;eNodeB Function Name=4G_Port_Rades_II, S1 Interface ID=40000, CN Operator ID=0, Description=MME:MCC_605 MNC_02 MMEI_32769_160, Local Description=eNB:MCC_605 MNC_02, MMECAPINFO=NULL, Specific Problem=Lower-layer link fault;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=45641;< System operator >;-;205415597;coBTS_Port_Rades_II;2343;45641;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102601, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415612;coBTS_Cite_Folla;305244;45260;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102604, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415613;coBTS_Cite_Folla;305245;45260;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102602, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415614;coBTS_Cite_Folla;305246;45260;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102605, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415615;coBTS_Cite_Folla;305247;45260;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102603, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415616;coBTS_Cite_Folla;305248;45260;-;NORMAL
Root alarm;Major;28203;Local Cell Unusable;BTS3900;coBTS_Cite_Folla;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;NodeB Function Name=3G_Cite_Folla, Local Cell ID=102606, Specific Problem=RF Board Unavailable;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, Cumulative Duration(s)=90, eNodeBId=45260;< System operator >;-;205415617;coBTS_Cite_Folla;305249;45260;-;NORMAL
-;Major;25621;Power Supply DC Output Out of Range;GBTS;Rades_ZI_GSM_DCS;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:49;27/08/2023 16:52;27/08/2023 16:52;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Specific Problem=DC Undervoltage, Site No.=79, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC;< System operator >;-;205415620;-;146568;-;-;NORMAL
Root alarm;Major;26235;RF Unit Maintenance Link Failure;BTS3900;Cabinet No.=0, Subrack No.=181, Slot No.=0, RRU-1800-S1-1;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:52;Cabinet No.=0, Subrack No.=181, Slot No.=0, Board Type=MRRU, Specific Problem=Other;RAT_INFO=GUL, AFFECTED_RAT=L, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S1-1, Cumulative Duration(s)=100, eNodeBId=45260;< System operator >;RRU-1800-S1-1;205415621;coBTS_Cite_Folla;305250;45260;-;NORMAL
Root alarm;Major;25621;Power Supply DC Output Out of Range;BTS3900;Board Type=PMU, Cabinet No.=1, Subrack No.=7, Slot No.=0;coBTS_Rades_ZI;27/08/2023 16:49;27/08/2023 16:55;27/08/2023 16:55;Cabinet No.=1, Subrack No.=7, Slot No.=0, Board Type=PMU, Sub Slot No.=NULL, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=DC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=3d88e8ca-52fe-11e3-8000-00212856ed5a_HINCC, eNodeBId=45063;< System operator >;-;205415622;coBTS_Rades_ZI;138412;45063;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=62, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:54;Cabinet No.=0, Subrack No.=62, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415626;coBTS_Cite_Folla;305251;45260;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=181, Slot No.=0, RRU-1800-S1-1;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:54;Cabinet No.=0, Subrack No.=181, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S1-1, eNodeBId=45260;< System operator >;RRU-1800-S1-1;205415627;coBTS_Cite_Folla;305252;45260;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=60, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:54;Cabinet No.=0, Subrack No.=60, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415629;coBTS_Cite_Folla;305253;45260;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=64, Slot No.=0;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:54;Cabinet No.=0, Subrack No.=64, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=U, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=NULL, eNodeBId=45260;< System operator >;NULL;205415632;coBTS_Cite_Folla;305254;45260;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_FERNANA_U900_1, CellID=28047;BEJRNC;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=1, Slot No.=3, Subsystem No.=6, RNC ID=9, Cell ID=28047, Cell Name=3G_FERNANA_U900_1, ID of the local cell=128047, NodeB ID=6004, NodeB Name=3G_FERNANA;-;< System operator >;-;205415633;-;1003805;-;-;NORMAL
-;Critical;301;NE Is Disconnected;OSS;coBTS_Sidi_Ali_Mekki_II;OSS;27/08/2023 16:49;27/08/2023 16:53;27/08/2023 16:53;neName=coBTS_Sidi_Ali_Mekki_II, neIP=172.28.21.236, neBackupIP=NULL, NE error port=6007, NE error code=N/A, Error message=Port handshake timed out, Mediation partition=MediationService0305, OMC IP=172.31.38.70;eNodeBId=42296;< System operator >;-;205415635;-;1;-;-;NORMAL
-;Major;22209;UMTS Cell Common Channel Reconfiguration Failed;BSC6900 GU;Label=3G_Rades_Port_II_5, CellID=6415;ORDGU;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=3, Slot No.=5, Subsystem No.=1, RNC ID=4, Cell ID=6415, Cell Name=3G_Rades_Port_II_5, Common physical channel ID=8, NodeB ID=641, NodeB Name=3G_Rades_Port_II, Local Cell ID=106415, Alarm Cause=NodeB no answer;-;< System operator >;-;205415637;-;227100;-;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_FERNANA_2, CellID=60042;BEJRNC;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=1, Slot No.=3, Subsystem No.=6, RNC ID=9, Cell ID=60042, Cell Name=3G_FERNANA_2, ID of the local cell=160042, NodeB ID=6004, NodeB Name=3G_FERNANA;-;< System operator >;-;205415638;-;1003806;-;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 UMTS;Label=3G_FERNANA_5, CellID=60045;BEJRNC;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=1, Slot No.=3, Subsystem No.=6, RNC ID=9, Cell ID=60045, Cell Name=3G_FERNANA_5, ID of the local cell=160045, NodeB ID=6004, NodeB Name=3G_FERNANA;-;< System operator >;-;205415639;-;1003807;-;-;NORMAL
Root alarm;Major;29240;Cell Unavailable;BTS3900;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=12, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_2, Cell FDD TDD indication=CELL_FDD;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:49;27/08/2023 16:50;27/08/2023 16:50;eNodeB Function Name=4G_Cap_Blanc_Coh_OO, Local Cell ID=12, Cell FDD TDD indication=FDD, NB-IoT Cell Flag=FALSE, Cell Name=4G_Cap_Blanc_Coh_OO_e1800_2, eNodeB ID=41279, Cell ID=12, Specific Problem=RF Power OFF;RAT_INFO=GUL, AFFECTED_RAT=L, DID=NULL, Cumulative Duration(s)=90, eNodeBId=41279;< System operator >;-;205415640;coBTS_Cap_Blanc_Coh_OO;73161;41279;-;NORMAL
-;Major;22209;UMTS Cell Common Channel Reconfiguration Failed;BSC6900 GU;Label=3G_Rades_Port_II_6, CellID=6416;ORDGU;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=3, Slot No.=5, Subsystem No.=1, RNC ID=4, Cell ID=6416, Cell Name=3G_Rades_Port_II_6, Common physical channel ID=8, NodeB ID=641, NodeB Name=3G_Rades_Port_II, Local Cell ID=106416, Alarm Cause=NodeB no answer;-;< System operator >;-;205415642;-;227101;-;-;NORMAL
Root alarm;Minor;26564;RF Unit DC Input Power Failure;BTS3900;Cabinet No.=0, Subrack No.=81, Slot No.=0, RRU-1800-S1;coBTS_Cite_Folla;27/08/2023 16:48;27/08/2023 16:49;27/08/2023 16:54;Cabinet No.=0, Subrack No.=81, Slot No.=0, Board Type=MRRU;RAT_INFO=GUL, AFFECTED_RAT=L, DID=7b4f1146-5300-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S1, eNodeBId=45260;< System operator >;RRU-1800-S1;205415653;coBTS_Cite_Folla;305258;45260;-;NORMAL
-;Major;22209;UMTS Cell Common Channel Reconfiguration Failed;BSC6900 GU;Label=3G_Rades_Port_II_1, CellID=6411;ORDGU;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=3, Slot No.=5, Subsystem No.=1, RNC ID=4, Cell ID=6411, Cell Name=3G_Rades_Port_II_1, Common physical channel ID=8, NodeB ID=641, NodeB Name=3G_Rades_Port_II, Local Cell ID=106411, Alarm Cause=NodeB no answer;-;< System operator >;-;205415654;-;227102;-;-;NORMAL
Correlative alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=Rades_ZI_p_gsm_3, CellIndex=793, CGI=60502019BC5C9;BNABSC/Rades_ZI_GSM_DCS;27/08/2023 16:49;27/08/2023 16:54;27/08/2023 16:54;Site Index=79, Cell Index=793, Alarm Cause=Other causes, Site Type=BTS3900 GSM, Site Name=Rades_ZI_GSM_DCS, Cell Name=Rades_ZI_p_gsm_3, Cell CGI=605-02-19b-c5c9;-;< System operator >;-;205415655;-;146569;-;-;NORMAL
Root alarm;Major;25621;Power Supply DC Output Out of Range;BTS3900;Board Type=PMU, Cabinet No.=0, Subrack No.=7, Slot No.=0;coBTS_Cap_Blanc_Coh_OO;27/08/2023 16:49;27/08/2023 16:50;27/08/2023 16:50;Cabinet No.=0, Subrack No.=7, Slot No.=0, Board Type=PMU, Sub Slot No.=NULL, Manager Cabinet No.=0, Manager Subrack No.=0, Specific Problem=DC Undervoltage;RAT_INFO=GUL, AFFECTED_RAT=GUL, DID=NULL, eNodeBId=41279;< System operator >;-;205415663;coBTS_Cap_Blanc_Coh_OO;73162;41279;-;NORMAL
-;Major;22209;UMTS Cell Common Channel Reconfiguration Failed;BSC6900 GU;Label=3G_Rades_Port_II_U900_3, CellID=56419;ORDGU;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=3, Slot No.=5, Subsystem No.=1, RNC ID=4, Cell ID=56419, Cell Name=3G_Rades_Port_II_U900_3, Common physical channel ID=8, NodeB ID=641, NodeB Name=3G_Rades_Port_II, Local Cell ID=156419, Alarm Cause=NodeB no answer;-;< System operator >;-;205415667;-;227103;-;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Kheireddine;coBTS_Kheireddine;27/08/2023 16:48;27/08/2023 16:55;27/08/2023 17:00;Cabinet No.=0, Subrack No.=81, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=7f697fc4-52ff-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S1, Cumulative Duration(s)=30, eNodeBId=45204;< System operator >;RRU-1800-S1;205415671;coBTS_Kheireddine;94795;45204;-;NORMAL
Root alarm;Minor;26546;RF Unit External Power Supply Insufficient;BTS3900;coBTS_Kheireddine;coBTS_Kheireddine;27/08/2023 16:48;27/08/2023 16:51;27/08/2023 16:56;Cabinet No.=0, Subrack No.=85, Slot No.=0, Specific Problem=Cabinet Power Supply Abnormal;RAT_INFO=GUL, AFFECTED_RAT=UL, DID=7f697fc4-52ff-11e3-8000-00212856ed5a_HINCC, RF Unit Name=RRU-1800-S3, Cumulative Duration(s)=30, eNodeBId=45204;< System operator >;RRU-1800-S3;205415672;coBTS_Kheireddine;94796;45204;-;NORMAL
Correlative alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=SFX2158G03, CellIndex=633, CGI=605020FB49A9F;SFXBSC/SFX2158;27/08/2023 16:49;27/08/2023 16:51;27/08/2023 16:51;Site Index=177, Cell Index=633, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=SFX2158, Cell Name=SFX2158G03, Cell CGI=605-02-fb4-9a9f, Local Cell ID=2;-;< System operator >;-;205415674;-;476694;-;-;NORMAL
Root alarm;Minor;21542;SCTP Link Congestion;BSC6900 GSM;SCTP link No.=, Slot No.=, Subrack No.=, SCTP Link ID=65;BNABSC;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=1, Slot No.=3, Subsystem No.=1, SCTP Link ID=65, SCTP Link No.=65535, Interface Type=Abis, BTS ID=200, BTS Name=Pont_Rades;-;< System operator >;-;205415678;-;146570;-;-;NORMAL
-;Major;22215;UMTS Cell Max DL Power Mismatch;BSC6900 GU;Label=3G_Rades_ZI_U900_1, CellID=50637;ORDGU;27/08/2023 16:48;27/08/2023 16:48;27/08/2023 16:50;Subrack No.=3, Slot No.=1, Subsystem No.=6, RNC ID=4, Cell ID=50637, Cell Name=3G_Rades_ZI_U900_1, ID of the local cell=150637, NodeB ID=63, NodeB Name=3G_Rades_ZI;-;< System operator >;-;205415682;-;227104;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 GSM;SCTP Link ID=812;SFXBSC;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=0, Slot No.=7, SCTP Link ID=812, Interface Type=Abis, BTS ID=177, BTS Name=SFX2158, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205415685;-;476695;-;-;NORMAL
Root alarm;Minor;21541;SCTP Link Fault;BSC6910 GSM;SCTP Link ID=813;SFXBSC;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=0, Slot No.=7, SCTP Link ID=813, Interface Type=Abis, BTS ID=177, BTS Name=SFX2158, Alarm Cause=peer abort uncertainly;-;< System operator >;-;205415688;-;476696;-;-;NORMAL
Root alarm;Minor;21542;SCTP Link Congestion;BSC6900 GU;SRN=3, SN=0, SCTPLNKN=803, SCTP Link ID=3000803;ORDGU;27/08/2023 16:49;27/08/2023 16:49;27/08/2023 16:49;Subrack No.=3, Slot No.=1, Subsystem No.=3, SCTP Link ID=3000803, SCTP Link No.=803, Interface Type=Iub, NodeB ID=522, NodeB Name=3G_Paf_poulina;-;< System operator >;-;205415689;-;227105;-;-;NORMAL
Correlative alarm;Major;21801;GSM Cell out of Service;GBTS;LABEL=SFX2158G01, CellIndex=635, CGI=605020FB49A9D;SFXBSC/SFX2158;27/08/2023 16:49;27/08/2023 16:51;27/08/2023 16:51;Site Index=177, Cell Index=635, Alarm Cause=Other causes, Site Type=eGBTS, Site Name=SFX2158, Cell Name=SFX2158G01, Cell CGI=605-02-fb4-9a9d, Local Cell ID=0;-;< System operator >;-;205415692;-;476697;-;-;NORMAL
